"","logFC_limma","P.Value_limma","logFC_edgeR","FDR_edgeR","log2FoldChange_DESeq2","padj_DESeq2"
"Gramd2",-2.84574252411104,0.000865442353476874,-2.78852764675788,3.30616389481992e-07,-2.80307964560431,2.30341791632085e-07
"Far1",0.899106136346163,0.000191399439921477,0.885954559653325,4.8669586264857e-07,0.873628016023289,2.35972297217044e-07
"Cdk5rap3",0.894351198720471,0.000157733736191702,0.893469325787689,2.67532279074102e-07,0.881089604399407,2.42883667941424e-07
"Stard7",1.55843437073632,0.000376289110554741,1.57421186063919,2.01801852453796e-08,1.56147147876154,2.43802288970795e-07
"Il10",7.60122271061553,0.00209417953434821,8.43934041058641,2.23632022228792e-12,8.77367052094633,2.48186821997996e-07
"Hspa8",-0.487029584437407,0.00270565778750859,-0.640918637935566,0.0068121568726059,-0.653592259806829,2.50963204498133e-07
"Ttn",4.1353283195743,0.00120127857146301,4.09889920980655,1.4388788641814e-06,4.09949146549734,2.55095447748809e-07
"Apbb1",3.25716449834792,0.000711530373691452,3.07864480036393,6.16863021045488e-07,3.06994059368915,2.68814574779289e-07
"Fcgr4",2.65952573121573,0.00111451224812638,2.54498747979592,3.91592252893699e-07,2.53482180329036,2.70285766903495e-07
"Tifa",-5.20076830040851,0.00214277926148675,-4.45203365469628,1.37408964471313e-07,-4.47767531295145,2.78756479291906e-07
"Nfkb1",1.15925391612191,0.000181143395397587,1.12069539300131,4.2546405794333e-08,1.10849400449002,2.83251077789088e-07
"Gstm1",-2.52260340320228,0.00116537608045394,-2.58526331773901,1.13467929405874e-06,-2.59959130122645,2.83251077789088e-07
"Fer",4.52117506307476,0.00124313945012007,3.73630489961968,4.39076776899168e-07,3.72462474583843,2.83251077789088e-07
"Ctsd",-0.814086408991638,0.000210751613473533,-0.818683523924592,1.90864273877221e-06,-0.831436267478263,2.93931869326837e-07
"D430019H16Rik",2.40533365974445,0.000564238026371332,2.44515660898299,8.17703972316174e-07,2.43362937271553,2.98860430679007e-07
"Tle3",-1.48504942743604,0.000571022930812876,-1.51667540335794,5.72734166504489e-07,-1.52925270826914,3.08627631391318e-07
"Nmi",0.938669633825757,0.000163968102131411,0.931161748858898,2.86808905423075e-07,0.918884436825729,3.1765208211843e-07
"Psmd14",0.801645163507005,0.000174609637336317,0.795437154209003,2.40425089162309e-06,0.782878423847498,3.20333172496402e-07
"Cxcr5",0.869831485424227,0.00010608666894626,0.794985953666618,4.39482843473028e-05,0.78202785772486,3.24109724076614e-07
"Aim1",1.7715879952116,0.000278979912299358,1.78528969244128,7.36703867686331e-06,1.77346030640292,3.24109724076614e-07
"Amz2",2.19713085750157,0.000997631641086549,2.26672969854532,2.47563634550975e-07,2.25358693890462,3.27543942985133e-07
"Ppap2b",-1.5072813394773,0.000275087680294142,-1.49014204874371,4.66165327512626e-06,-1.50299511742075,3.52251151959898e-07
"Nme7",1.939880923909,0.000285562528552239,1.89692509539156,1.30191441665666e-06,1.88509946605562,3.75737665966092e-07
"Fam167a",-3.40866681081749,0.00153735765550571,-3.3726428766395,1.29637445560841e-06,-3.39049138259813,3.75737665966092e-07
"Armcx3",-4.24862427230318,0.00451205319936328,-4.1687167521062,1.2327061890411e-06,-4.19547285300484,4.06350223396418e-07
"Ddah2",2.84494162942474,0.000889880779348128,2.87569901159609,1.41170421443883e-06,2.86637161955306,4.39160452290952e-07
"Exoc8",-1.51732701263408,0.000942018735442889,-1.49391433743065,7.83994069212486e-08,-1.50693533827607,4.43317646935481e-07
"Dhodh",-1.53284597252817,0.000750724690406233,-1.58232842412986,6.80507372245757e-07,-1.5946436815829,4.50127700068208e-07
"Il6st",1.14052950287993,0.000169235793594387,1.13763743238851,1.03467690554455e-06,1.12542469087132,4.66992075822365e-07
"Ahdc1",-2.08418155183629,0.000567517022105846,-2.09801897309262,3.52803524332742e-06,-2.1115671418828,4.67955480504618e-07
"Pgs1",1.35305853517938,0.000213853984391242,1.36247344166823,2.25875029432105e-06,1.34996952582464,4.72997189970892e-07
"Pdp2",-1.14539574877361,0.000759367855968053,-1.17627212132283,1.62604542112307e-07,-1.18856843521072,4.77137407033613e-07
"Fam160a1",2.78124826539882,0.000714965589771186,2.78297866847713,3.31423756847261e-07,2.77339926657799,4.89130792388579e-07
"Stip1",-0.700167756066557,0.000339366338612147,-0.717642324389547,2.47290970061647e-05,-0.730415355215743,4.97131768440057e-07
"Kifc3",-8.21244763182164,0.0075604228942634,-10.2256040634683,5.0638743632583e-09,-9.53335923386278,5.07716210338286e-07
"2610035D17Rik",1.44161477012076,0.00017289323397837,1.40576371386493,3.93987127264824e-07,1.39364297152398,5.40385765247555e-07
"Gm2a",-0.669933029994592,0.00127419240761379,-0.733430598225889,0.00031621530633656,-0.745842069304029,5.51872826671423e-07
"Ap5b1",2.06552463487344,0.000464513825224719,2.11530862480753,3.34057821187558e-06,2.10245996095507,5.58860813410145e-07
"Tcam1",4.35647066136633,0.00149886212053576,4.13529641281026,4.13943644569022e-07,4.1353380996802,5.83691156764867e-07
"Slc35b3",1.43453459851443,0.000367484038783551,1.43979073356321,8.9503439707171e-07,1.42790228737643,6.17104489757553e-07
"Myzap",-1.81738456905618,0.000395603341239422,-1.80017305799495,1.51299739870902e-05,-1.81384233901398,6.39478193874252e-07
"Ktn1",-1.45925660678479,0.000336788290468385,-1.45893335293383,4.35136797146489e-06,-1.47191858013466,6.54463570235499e-07
"Plin3",-0.92621921991316,0.000333024949227,-0.918686520930963,6.9246174433723e-07,-0.931838243299804,7.10644546767397e-07
"Retnla",-6.69895886901032,0.00465410858671353,-5.46324435849506,5.47717486139154e-07,-5.50783442478978,7.14417757050534e-07
"Agfg2",-1.3124222134341,0.000505877075126951,-1.31881963888026,8.63203923225564e-07,-1.33165026226023,7.45776133341363e-07
"4632428N05Rik",0.997042601719982,0.000269981026336161,1.02536124442958,2.60749205185561e-07,1.01244626971714,7.45776133341363e-07
"H2-DMb1",-0.848307248034378,0.000226638240707818,-0.842374262176403,3.72390784862896e-06,-0.8550338975093,7.48814009981296e-07
"Sept7",0.792619878647726,0.000244523298320436,0.797806154760271,2.46654515464297e-06,0.784906464178362,7.64703533879312e-07
"Mbnl3",-0.959449222735246,0.00165540966465487,-1.01402678219719,1.92719183435143e-06,-1.02625925906703,8.38845963361418e-07
"Zmat3",2.18150117558636,0.000651211012346494,2.16094817601688,3.35499750515245e-06,2.14909908155341,8.55038158930407e-07
"Pik3ap1",1.55693671837365,0.000449302108565558,1.61801842924546,2.34153981386262e-06,1.60487934436711,8.64609342352068e-07
"Slamf1",2.19265742991444,0.000661380798391403,2.18149069191136,2.54677162561419e-06,2.17063050464105,8.74145581307697e-07
"Mgat1",0.839380451913607,0.000228360960481453,0.801242874106215,1.74547782178356e-05,0.788229912487735,8.80402171387034e-07
"Kcnk5",-1.33871749258786,0.000377895236299549,-1.33071026125603,2.54677162561419e-06,-1.34362432942519,8.89861840375227e-07
"Nat9",1.49093578298634,0.000210403414145292,1.47506296727363,3.21462394897564e-06,1.46309545016215,8.92527313511038e-07
"Man2a2",-1.25375428589036,0.000437769588465283,-1.27119712626678,1.29990760995687e-06,-1.28345577851062,9.03611410206676e-07
"Rsu1",-1.44074521346057,0.000289253488572614,-1.41768374470994,4.8669586264857e-07,-1.42982483170811,9.30455121828866e-07
"Nt5c3b",1.00234588006532,0.00022025369805508,1.01787883112784,2.60539551504853e-06,1.00505620886364,9.83998411250418e-07
"Atp6v0d1",-0.93031861818021,0.000311369720992471,-0.921559961354008,1.4503670366833e-06,-0.934446779845522,9.83998411250418e-07
"Rbm3",1.02226371785397,0.00026080755847522,1.03796202985926,4.24013751832565e-07,1.02557089494708,1.00661704392863e-06
"Twsg1",1.06982918804515,0.000232620664990349,1.08250193908731,9.06315860307433e-07,1.06953915888639,1.01908004811463e-06
"Leprot",-0.906789788844389,0.000227799031789884,-0.894318443500369,4.73498750484298e-06,-0.9069554574726,1.0322225287969e-06
"Cklf",-1.29355248276232,0.000346355551604064,-1.29846235658766,7.48989259370577e-06,-1.31128850836129,1.05382699737529e-06
"Tom1l2",1.16819777752151,0.000320973573231595,1.20271040359191,1.29930263375367e-06,1.19041932883571,1.07869847469788e-06
"Myl4",6.18523657092962,0.00323596204021029,5.21938728416744,1.37417912435309e-06,5.25040977786353,1.0799841161531e-06
"Saraf",1.37766138614486,0.000413033985991159,1.40046340866626,1.37408964471313e-07,1.38769151938241,1.11370624360998e-06
"Tmem123",-1.31269543933624,0.0037561179802513,-1.39597609704123,1.81042194755333e-06,-1.40844460224858,1.12225955385802e-06
"Impg1",3.39476805460571,0.00204218159121534,3.48576463245959,2.38503016983935e-06,3.47988753687262,1.14933687627258e-06
"Wdr19",7.14382012292613,0.00226344229458534,7.10609048964285,1.70662637234462e-07,7.27641332194526,1.16093406266302e-06
"Wbp2",0.756013552792183,0.000202752336089271,0.73534410717412,1.54210697219045e-05,0.722506989553652,1.17409248762982e-06
"Pira7",-1.68380759771828,0.000838579444281114,-1.66234333458623,2.51827519785645e-06,-1.6753832840682,1.17409248762982e-06
"E330033B04Rik",-0.903460914323304,0.00107642318778046,-0.951629167152759,5.45981813586798e-06,-0.963850782466051,1.18050163016546e-06
"Nfam1",-0.792124785812391,0.000342501653678535,-0.787957611323492,4.65048006665216e-06,-0.800654676095685,1.20441287604199e-06
"Gnaq",0.943059732582725,0.000288122691141558,0.968204704595775,5.07786799068305e-07,0.955477090514532,1.24162412817615e-06
"Eef2k",-2.73473438361911,0.000953674290144144,-2.68042301253244,1.20288009699328e-06,-2.69426357561777,1.25749079309446e-06
"Pacsin2",-1.03324328139809,0.00042462462290179,-1.04109463612391,2.188292357136e-06,-1.0535067825804,1.26467851931671e-06
"Mllt3",1.66581725012537,0.000509375092693925,1.70140726662889,3.8645748583884e-06,1.68896904142848,1.27222747163053e-06
"Robo1",2.76802613499705,0.00115586942017039,2.78821626732097,5.0425979232931e-06,2.77924966056039,1.30344533185674e-06
"Xkrx",-1.77275471588491,0.000476447789660528,-1.75169244276354,2.70076868760201e-05,-1.76526282081624,1.30496094213919e-06
"Fgl2",-0.941780725030316,0.00026018555363568,-0.934916676232112,5.0575341831856e-06,-0.947793872455633,1.30917867651522e-06
"Galnt6",2.29393464778722,0.000591096196982715,2.32134071548012,2.7884011367513e-06,2.30983221463157,1.37857117406135e-06
"Tra2a",-1.25914483948525,0.00041919025729691,-1.22733653204162,2.49137027219106e-06,-1.24055364977152,1.40331581606962e-06
"S100a6",-0.939708210135366,0.0012718971733707,-0.975937446916267,2.1156890745283e-06,-0.988983694811804,1.41885137001342e-06
"Klf13",-0.889830214470898,0.00204317340237121,-0.993985541923007,4.86500644280911e-05,-1.0061682097252,1.43101017550715e-06
"Manf",-0.878593766788665,0.000326618235477676,-0.872496668624922,3.49193537743466e-06,-0.885246726356746,1.43129518394653e-06
"Plekhg3",-7.78653171927488,0.00272809234347831,-9.91396780070564,7.21125015686443e-08,-9.21992210467741,1.50424650373073e-06
"Mid1",4.52878170421646,0.00146489000640869,4.16618805856087,1.01784796042768e-06,4.16688924882008,1.51548529878944e-06
"Chchd10",-2.30964072106816,0.00112967561141327,-2.28147346138008,4.2261436158945e-06,-2.29617373085345,1.55032786016026e-06
"Mrpl10",0.87854540833514,0.000257438574628709,0.898846085026854,1.55347452056696e-06,0.886002827256851,1.63967500247113e-06
"Rasgrp3",2.73400542088412,0.000843577204934193,2.73828862702528,2.21898986461222e-06,2.72801342940753,1.64673049692691e-06
"Limd2",1.68922293592538,0.00203799997656099,1.65631383316756,5.88415050313113e-07,1.64319643167474,1.65416880623248e-06
"Dbnl",0.733071368136523,0.00013757017668601,0.651460770884279,0.00041730696130584,0.638806966869939,1.67229352335566e-06
"Ctsh",-0.654731265058969,0.000548457176656051,-0.722299788316176,0.000114193138532593,-0.735167988154945,1.74865343459399e-06
"Hpse",-2.84428481984973,0.00414934933527069,-2.93618244626143,1.34985893709084e-06,-2.95048143591324,1.79522710234814e-06
"Siglecg",-0.712856377233674,0.000374307313446954,-0.714191370917237,6.43084858538421e-05,-0.726559323953871,1.83859326353329e-06
"Oasl1",-2.56692045496738,0.00222508448092516,-2.53506773523494,2.72433631592323e-06,-2.54987078920005,1.86937356413969e-06
"Fech",-1.42175844886774,0.000496500938909891,-1.42540673111835,3.8268532308458e-06,-1.4383655029538,1.86937356413969e-06
"1810046K07Rik",0.914887200389257,0.000334610219744235,0.885280191239709,5.43243903551085e-06,0.873062390065074,1.87477309827188e-06
"Atp8b2",-1.56313385044029,0.00114246250145915,-1.61857472343579,4.6135426785014e-06,-1.63122414183424,1.88125364469608e-06
"Fth1",-0.786135277132635,0.00153823231466659,-0.892166999809135,8.61160692458756e-05,-0.905334889038314,1.93315673779007e-06
"Anxa6",0.724278986579527,0.00026160268323535,0.70703685320416,6.490624361406e-05,0.694249617509422,1.98874076935002e-06
"Mtpn",-0.639054829994302,0.000577100399606904,-0.705159403332131,5.73170214435188e-05,-0.717498662139333,2.01812660871408e-06
"Sptbn1",0.884063389231773,0.000231759036038195,0.883544654475677,2.20360071851059e-06,0.871126666558445,2.12970290676298e-06
"Epn2",1.47583566709718,0.000445915727076912,1.51659663071163,6.03558012800523e-06,1.503923215902,2.27405088183698e-06
"Cytip",0.81308929737134,0.000279806676166144,0.821457411699121,2.14495551722296e-06,0.809025367231012,2.27826126654461e-06
"B4galt3",-1.15720290931124,0.00053381041254444,-1.11278121090017,7.13565573786955e-07,-1.1259485575836,2.30568800306966e-06
"Fam117a",-1.35541605824777,0.000413044643883542,-1.3594873842049,2.76183958941659e-05,-1.37212728681849,2.34980118116856e-06
"Igsf8",-1.31980836681477,0.000831366876046043,-1.30183669433933,1.2327061890411e-06,-1.31465887138458,2.39404071802884e-06
"Nt5c",0.891213862099825,0.000343673461865662,0.919153656934342,1.39802260404905e-06,0.906271948551069,2.49727664218335e-06
"Gpr171",-3.80242954465304,0.00298002956392315,-3.56516306259233,3.53406699814536e-06,-3.58528790869295,2.56053057369122e-06
"Fam78a",-3.0551319126715,0.00604060545856129,-3.00700123687042,3.38762582729922e-06,-3.02418958589584,2.56053057369122e-06
"Gnb2l1",0.714514621971986,0.000152185500067413,0.631064536994684,0.000926062492062993,0.618461164182889,2.59646607419355e-06
"Dgkh",-4.89903212265891,0.00296060482162754,-4.76423964565151,1.74547782178356e-05,-4.80687761226534,2.67373718214515e-06
"Mcm6",1.0345091715567,0.000302199999066171,1.04292401301018,1.41454634540727e-06,1.03006959290073,2.86771610266436e-06
"St3gal4",-3.94807822705252,0.00308678722965106,-3.5516124042872,2.07233803174606e-06,-3.56790135093569,2.92070926209631e-06
"Acsl1",-2.60755889761492,0.00266055075090149,-2.56704096979481,2.31800165423652e-06,-2.5812768506192,2.92070926209631e-06
"Bin2",0.894381681594767,0.000456190557497939,0.871347345704548,3.30822369637422e-06,0.858602891073078,2.95248625857697e-06
"Ube2g2",-0.699513895438397,0.000353188628648157,-0.694257861912272,4.18323953692618e-05,-0.706900019122044,3.05845416014143e-06
"Zfp345",7.46178649523395,0.00249060410618464,9.66270469492934,4.73672877563607e-07,9.18231491079864,3.07991407260675e-06
"Zeb2",-2.80512956896901,0.00115494863083847,-2.70860930740138,2.54677162561419e-06,-2.72267286585183,3.07991407260675e-06
"Grb7",-2.3490013255317,0.00110656164264023,-2.26239815219772,5.60253384347815e-06,-2.27741319338606,3.07991407260675e-06
"Vps25",0.802453294228344,0.000242935970714918,0.79975071247038,3.98098142933656e-06,0.787043220846755,3.10613235846361e-06
"Zbtb20",0.710787220190461,0.000269165990255304,0.693559818374064,4.82365301261627e-05,0.680765712144576,3.11210542027271e-06
"Bad",1.25329683537969,0.000468640460603154,1.28783739257755,5.45010174867436e-06,1.2747581031078,3.16677300488714e-06
"Plin2",-2.02648370781159,0.00145873812056638,-2.01481720664753,1.08087377028855e-06,-2.02610260794417,3.20843197110735e-06
"Calcrl",1.34779781319229,0.000481752203036418,1.35526230401273,5.62173373836989e-06,1.34334700923959,3.24528913106427e-06
"Gpr137",1.03295358627701,0.00038908112793843,1.06345319748216,8.36127925835432e-06,1.05055864183948,3.25841427272693e-06
"Cabp4",2.96410113509142,0.00122869703053434,2.95713433312217,1.21172447009532e-05,2.94896790222857,3.25937787046065e-06
"Hsp90ab1",-0.607647349309071,0.00102483579416601,-0.674548893649177,0.00086954330886834,-0.687203682264005,3.28233734428107e-06
"Zyx",-1.84503289687325,0.000611930070122113,-1.79408324996071,3.81134264982699e-06,-1.80645716692662,3.34376816314416e-06
"Cd36",-3.2011300879929,0.00255495497210994,-3.25532936070392,8.58862324944759e-06,-3.27413726412365,3.34376816314416e-06
"Chd1",0.864332247142688,0.000301657257964045,0.846552892708096,3.21949387023565e-06,0.834413817084135,3.43384891343859e-06
"Ms4a6b",1.93595876065052,0.000406647699599553,1.801812250346,9.25482806654285e-07,1.79012169767004,3.44198891860745e-06
"Xlr3a",-7.61217851471544,0.00347064038262286,-9.77001422738176,4.00109530373885e-07,-9.07571256169218,3.53489084926947e-06
"Kcnab2",-1.17757768990022,0.000732555374251521,-1.1521241537942,1.06142647300611e-06,-1.16554760431527,3.53489084926947e-06
"Crip2",0.775819914261088,0.000305257717075737,0.760161693264149,9.28547050165618e-06,0.747583155458753,3.53489084926947e-06
"Rpgrip1",-1.40840613868233,0.00452274349936291,-1.49160081993865,9.31605284889536e-07,-1.50376380318682,3.60643811615842e-06
"Rassf2",-1.0647006272599,0.000372829443470233,-1.04874472421503,1.37802033389373e-05,-1.06152121436937,3.61418644535002e-06
"Neurl3",2.71548638446599,0.00149825675956361,2.6644891150332,6.94238436282864e-06,2.65537623482597,3.61418644535002e-06
"Nid1",0.897560787153258,0.00029322985208978,0.906910302658886,5.00893912337208e-06,0.894352953172422,3.7790604399903e-06
"Oxa1l",0.963092407234807,0.000355119188552564,1.00146137672364,8.05034579598318e-06,0.988586937797428,3.90497273827179e-06
"Mavs",-1.05809779714309,0.000453540630125847,-1.03892682427567,5.45189275436913e-06,-1.05190420671199,3.95804940324382e-06
"Mical1",-1.07619690571925,0.000346079699852455,-1.05443751817221,5.89459346616244e-06,-1.0668341099781,4.0024133454533e-06
"Pard3b",2.63137676146954,0.000784907901603493,2.56332470372419,1.03735842101208e-05,2.55326106256814,4.17460255046562e-06
"Fau",0.998772049784819,0.000714439766869298,0.957273789483077,2.46654515464297e-06,0.944138909966413,4.19763976144672e-06
"Bcl2l1",2.1967429230823,0.00118486604658467,2.19718609174749,2.40573897822744e-06,2.18534916067891,4.20480440181995e-06
"2610524H06Rik",1.4956308907533,0.000609249139198644,1.53544399523072,9.98085421451365e-06,1.52310907912521,4.34823301238528e-06
"Strbp",-1.22885937112918,0.00133505452237543,-1.2740755665451,3.74821952523285e-06,-1.28632261488867,4.50723732560424e-06
"Cacna1s",1.03437435536093,0.000355880027967622,1.04712415541001,1.76389528673788e-06,1.0343532143481,4.50723732560424e-06
"Ifngr1",-0.86516638591936,0.000383065762838499,-0.858325383834452,5.00893912337208e-06,-0.870777508356467,4.69612285032676e-06
"Slc9a3r2",-3.84798806969268,0.00489940075626413,-3.9804740537768,3.62465413473682e-05,-4.00689255309481,4.7088071419189e-06
"Acadvl",1.11893543705179,0.000601949994344126,1.12106067501019,5.04798443524757e-07,1.10812532349492,4.7088071419189e-06
"Tmem154",0.695623053708204,0.000269691323420698,0.655398451683229,0.000154393785053476,0.64268459481967,4.87032749670513e-06
"Lrrc16a",-1.50870421738413,0.000517503499881011,-1.50653998119753,9.14313853619744e-05,-1.51957105929465,4.87032749670513e-06
"Mki67",6.12544504971071,0.00436149398722034,5.134490368133,1.2926103192203e-05,5.15149795033979,5.03698589148815e-06
"Cirbp",0.975217320589255,0.000318519196975229,0.987526206872268,3.59847332129715e-06,0.974598219741128,5.03698589148815e-06
"1190002F15Rik",3.24927765863502,0.00211554690606213,3.30630723407446,2.16865717733818e-05,3.30095042709816,5.44114562879415e-06
"Hspa12a",-7.74813374196446,0.00781225080195189,-9.78138942321798,5.84965885554111e-07,-9.08870587596564,5.4630661457861e-06
"Prrg4",3.17402353787144,0.00160666990021734,3.16011326389303,3.27008663906891e-05,3.15403150154769,5.56170935356756e-06
"Scimp",1.71090285906574,0.000462616918862788,1.67452516514714,1.54210697219045e-05,1.6625134332562,5.73320869140025e-06
"Zfhx3",-7.73335743142305,0.00821105964437466,-9.7736568353427,6.59083808689437e-07,-9.08097880402933,5.83493937108879e-06
"Cd320",1.19717487069842,0.000477175829647363,1.21821087648787,7.23465488874639e-06,1.20596509210833,5.93999406052605e-06
"Tmprss13",1.05005703198335,0.000313630760263713,1.05528121983058,1.1897272244635e-05,1.04306271969596,5.94330164823331e-06
"Peo1",1.36750203198079,0.000889347600917928,1.40429744265765,1.51457579752288e-06,1.39112627082993,5.99695584704616e-06
"Glt28d2",4.23560611438282,0.00163404298920008,3.9159914326362,3.98611782146753e-06,3.91439923685172,6.04958972679059e-06
"Serpine2",-1.38425508663089,0.000592668744095607,-1.35609671634066,1.03210616118072e-05,-1.36961289213195,6.1208011710827e-06
"Gm15772",0.957423686881995,0.000506963617783616,0.949034030668208,1.21771011922274e-06,0.936146055553211,6.14094533933166e-06
"Cxcr4",-2.6282904442749,0.00129502512118979,-2.58381217565713,1.80268844927441e-05,-2.59996272850813,6.32488425603004e-06
"5830444B04Rik",-6.15073520818559,0.00469588644421636,-5.13522660544141,1.02950176355117e-05,-5.1864009558708,6.4734182148698e-06
"Pld4",-0.495775425651694,0.00163468093212263,-0.604285550139636,0.00267670418635044,-0.616975362610325,6.5737028497391e-06
"Strada",1.09610184351678,0.000404983292992723,1.12042700348666,1.02437511378034e-05,1.10799717172179,6.57680654316021e-06
"Hvcn1",-0.672721519930036,0.000738937403304992,-0.708130765370871,0.00015898727473741,-0.720792474808732,6.59584023176724e-06
"Tmeff1",-3.67313534394547,0.00202777814059317,-3.51272577986521,1.82148004863356e-05,-3.53462889760855,6.63445680110843e-06
"Rgl3",-6.4033137277156,0.00401650478449585,-6.14624292879579,7.63158829711199e-06,-6.2624115202615,6.63445680110843e-06
"Lpxn",0.769636681796542,0.000298532891149771,0.770083087560154,1.7743000577367e-05,0.757426001267116,6.63872583080259e-06
"Vps26a",-1.17999477884025,0.000804070690555015,-1.14321402160329,8.35056344916132e-06,-1.15640469478334,6.74200373672998e-06
"Scamp1",-3.98715597107334,0.00503190056644674,-3.88412580823597,2.00838057709996e-05,-3.90924920455929,7.05319283500353e-06
"Akap2",-6.34644567992267,0.00656750988962302,-6.67626922802435,2.00884594033165e-06,-6.84310946951027,7.05436373826435e-06
"Irf6",2.20475652370191,0.00040975202553722,2.05178091647623,1.51628798975337e-05,2.0408315471999,7.19533614337158e-06
"Fndc7",2.98926926331065,0.00148652567786209,3.02890554165615,2.46178839953735e-05,3.02109266339633,7.26844059987285e-06
"Dynll1",-0.95548694798847,0.000993790595793102,-0.954763846494676,2.55880386520704e-06,-0.967814887339293,7.38243105615067e-06
"Derl3",-2.34821451787522,0.00132974537935171,-2.19974490129629,1.08211614786174e-05,-2.21489206099998,7.412216275584e-06
"Platr17",2.2863136247582,0.000470831153425512,2.1350390918932,1.91768496962222e-05,2.12444497212046,7.77494054071193e-06
"Ifi47",1.00718391142338,0.000583028425839841,1.0192729087162,1.20288009699328e-06,1.00670981484755,7.77494054071193e-06
"Fto",-1.1231066034153,0.000812766888069827,-1.13730901955208,1.20724199504549e-05,-1.14972867632366,7.78580503733619e-06
"Actg1",0.781078504274323,0.000219257624547368,0.688439278557164,0.00116265859260434,0.675559600928701,7.84315882169664e-06
"Acacb",-4.1378143274365,0.00423182386431074,-4.23452941971541,7.05980819072386e-05,-4.26771923069082,7.84315882169664e-06
"Mettl23",0.921797184895365,0.000401394557898272,0.943661112578585,5.53228707306345e-06,0.9307624268037,8.138150633124e-06
"Cd59a",4.55726927971481,0.00228961769812616,4.20625350935098,4.17233371279709e-06,4.21281656380874,8.16395637683408e-06
"Lipa",0.918627129017415,0.000534494573835895,0.918670703526195,2.01997203486587e-06,0.905886956880605,8.25215991285078e-06
"Dnajc7",0.666897594042808,0.000326467327377116,0.621156287398617,0.00067370894242931,0.60838910831267,8.41165391666802e-06
"Lpcat4",-2.59591248801287,0.00405600124452737,-2.68810581970548,1.44109707997871e-05,-2.7033183178341,8.76200925626675e-06
"Gadd45g",-1.52520799495014,0.000613671947476899,-1.51062622024457,7.24885378893073e-05,-1.52318443552093,9.27235732496762e-06
"Abhd17b",1.10483156146264,0.000581484847553412,1.12987770010682,7.18521137277438e-06,1.11786717809305,9.51392912665892e-06
"Ddx42",0.754313691605576,0.000387445163477773,0.754247728927702,1.74498617549575e-05,0.741546985662719,9.576220929739e-06
"Cecr2",-2.80423602786981,0.000919071461828278,-2.59642133734388,6.42093511298474e-06,-2.6114551630708,9.83307234611872e-06
"Marcksl1",3.57419434125364,0.000618000579149144,2.95133462234975,1.06845093582376e-05,2.94015443206668,9.94842735541263e-06
"Padi4",-2.92494026683263,0.0039749069968425,-2.83889515431229,1.20724199504549e-05,-2.85582005913375,1.03328260972523e-05
"Dmrt2",2.84417441430096,0.00145786476773486,2.84497825775671,3.26512122824233e-05,2.83658059552574,1.04759472772865e-05
"Ddb1",0.798726270175711,0.000375062456501684,0.800162839774594,8.35056344916132e-06,0.787376486144953,1.08680251519085e-05
"Ints4",-0.708753186855998,0.000472044516016208,-0.714260645158994,4.95689463045653e-05,-0.726961097136008,1.10535984730866e-05
"Rpn1",-0.674724614994856,0.00071566728000741,-0.678022886555311,8.93767723320757e-05,-0.690717784716436,1.11377506966764e-05
"Magt1",-1.11686841558768,0.000516744608400611,-1.08072274342568,2.87854379960706e-05,-1.09375089586386,1.14509259568718e-05
"Rassf1",-1.10797092048046,0.000729523135797817,-1.10836706950064,2.03919261782143e-05,-1.12110251345745,1.16745181488071e-05
"Clip1",-1.54068852356227,0.00075763585654367,-1.54616336003787,0.00015116448514227,-1.55915977018666,1.16929357599992e-05
"Cit",3.46883023245743,0.00154236117554446,3.18819959162885,3.02838681975673e-05,3.18179596026851,1.21050965640412e-05
"Gbp6",1.63196565425223,0.00056609183104097,1.59714517929525,3.47959415089753e-05,1.5859664768306,1.21424052707958e-05
"Ywhah",-0.714772493607542,0.00175558434068652,-0.763178671261177,0.000150473833489382,-0.775944810639993,1.23893926353585e-05
"Hmgn3",1.03259832124729,0.00039610695433049,1.04461990053091,2.54795324492262e-05,1.03224922201724,1.24450349847613e-05
"Calr",-0.975576433570588,0.00157208979886072,-0.967940495257255,4.35261438531836e-06,-0.981205280133652,1.2489125783291e-05
"Btf3l4",1.17791669527203,0.00039351386104051,1.15706994458918,9.83602136324545e-06,1.14499280437647,1.27157584596063e-05
"Rpl23",0.875310153755239,0.000522677609626783,0.864225609481732,5.6207027088743e-06,0.851301675730513,1.2828633362696e-05
"Hdgf",-1.09829748105644,0.000487701763058823,-1.09138861062047,5.57771344607736e-05,-1.10417161263227,1.29441907244322e-05
"Kdm6b",-0.992211645837352,0.00218417966955375,-1.04824323265536,3.5487930821007e-06,-1.06042403055671,1.37413750645038e-05
"Capg",-0.502854274157224,0.00103938287700448,-0.551111606370143,0.015703038182752,-0.563662328706393,1.37413750645038e-05
"Spata13",-1.18134308954378,0.000551257692986983,-1.1857251618852,6.1758139224573e-05,-1.19841507567219,1.39228059675033e-05
"Capn2",-1.12172412782595,0.000628295669125241,-1.12238111306181,1.48936776320538e-05,-1.13441894659278,1.4117351091696e-05
"Laptm4b",1.75351805214443,0.000786706659727709,1.79047865493459,7.21969410945531e-05,1.77811182356887,1.44751047270693e-05
"Ccrl2",3.3557902996158,0.00159332840736046,3.12094606413253,3.62976012488082e-05,3.11455199453388,1.46048472207849e-05
"Polm",1.60213996060148,0.000545175229047058,1.58372280042814,7.35175580289619e-05,1.57252138930398,1.59979350452493e-05
