"","logFC_limma","P.Value_limma","logFC_edgeR","FDR_edgeR","log2FoldChange_DESeq2","padj_DESeq2"
"Gpr137b-ps",5.35366887243389,4.62225512726345e-10,5.34522726079025,0,5.3451625272478,0
"Ctse",-3.68528764804618,4.67446314073507e-09,-3.67478081148971,3.13879653459163e-157,-3.67558517090335,4.50455713732495e-191
"C130026I21Rik",3.23825296130231,5.077924899431e-07,3.24155906066181,1.38853754192408e-40,3.24147978248302,9.35628593350598e-60
"Adm",-2.16214339016136,2.16869970162858e-07,-2.17354523323756,1.45823272936359e-46,-2.1741634860029,2.10664621138503e-52
"Fcgr2b",2.20467409723657,2.3740510678792e-07,2.17787336541054,6.69113862204556e-41,2.17728631856586,7.370469055809e-45
"Pde2a",-3.56639650590552,1.21890193604729e-06,-3.47911960149621,3.25568998342786e-32,-3.48030817738125,1.77270595592249e-44
"Hbb-b1",-5.69144176421388,0.000449243760822573,-5.62858006686185,7.33305044618433e-32,-5.63546136611941,2.35377770748368e-44
"Lmna",-1.2016852023609,1.33900296329873e-07,-1.23235064361032,1.79692840443311e-25,-1.23286068930346,1.65675815949536e-43
"Hepacam2",1.25795591781204,3.26483847552306e-07,1.28432397621342,1.10696337890616e-29,1.28389884851996,1.55020354699884e-40
"Gpr137b",-1.38949933260266,2.75761045299495e-07,-1.37867420631102,8.29528521027988e-37,-1.37919876380195,2.07432913853869e-39
"Ero1lb",2.71573440596976,1.27732235760814e-06,2.70866273411465,3.05894904567285e-29,2.70822735678605,3.25061357338119e-39
"Cd72",1.717306518771,3.38698071950525e-07,1.72284490693852,3.69153631623456e-35,1.72233357892459,1.47065996355501e-37
"Cd244",-2.2951125518483,1.10858428411618e-06,-2.29906453008609,1.09645823430453e-25,-2.29970818908755,1.11487396898555e-35
"Ccnd2",-1.01510867048218,1.36399943034526e-07,-1.00438931934961,3.49045610968044e-11,-1.00488450142479,2.51626428203695e-33
"Dnase1l3",-1.10666373414377,1.17722332531877e-07,-1.04148503170943,3.22144086109909e-06,-1.04186819396431,5.77047671673106e-33
"Dnaja1",-1.024024491276,3.66898713228483e-07,-1.0564998166604,1.93842161354371e-17,-1.05701904527213,1.58490878307056e-32
"Serpinb1a",1.70383742819113,6.17501304549592e-07,1.69118533488073,2.57913898809651e-29,1.69062085639217,1.6591471852857e-31
"Pik3c2b",1.74381981775656,9.05399872931312e-07,1.74368007096264,5.70434119322041e-27,1.74335304614628,4.40503472892496e-30
"Wdfy1",-1.38607517480104,7.52439030338932e-07,-1.37717368400582,5.35429843897668e-30,-1.37764372247399,1.41275253897562e-29
"Rcn3",1.7575834311251,1.38700957957603e-06,1.75139249628928,2.18884839683909e-28,1.75095987154201,1.77262922201929e-29
"Irf8",1.08639733303004,6.26534711412722e-07,1.11056072179212,8.7282428325473e-24,1.11008139004283,2.6970207555013e-29
"Anxa2",-1.0153263975555,4.32096531347426e-07,-0.996272984143031,8.14358854999406e-14,-0.99673652334779,3.01686186037772e-29
"Tmem254b",-2.21734740606485,4.33626989760079e-06,-2.22487003485972,5.32593523727841e-19,-2.22563087380502,1.39106671232534e-24
"Scn4a",2.29247859353005,7.60219248341898e-06,2.31424615942398,3.42446908500262e-19,2.31437750890319,2.01675696135076e-24
"Gm1966",3.83396566033857,2.65073990749678e-05,3.81546218518723,1.15498399068232e-17,3.8174019875384,2.63930783995602e-24
"Rbm45",3.69489507468144,0.000114016975574767,3.70984353817869,1.43754024548743e-17,3.71085948912754,4.43425351946372e-24
"Hspa8",-0.730643248231756,6.88218125962659e-07,-0.765585504316374,0.0003875975127351,-0.766058020852852,5.81722361067842e-24
"Serpina3g",-1.05498967896409,2.34969380615013e-06,-1.06338972831007,6.09118969259854e-22,-1.06395142220057,1.3760599133387e-23
"Gnb3",1.20412000867041,1.83874183245065e-06,1.2127572052575,9.14644568651412e-24,1.21218748784527,2.20305833028003e-23
"Cyp11a1",3.59481187741545,1.21082628131536e-05,3.46681332365932,1.5217590344383e-15,3.46743346819492,1.0955693937251e-22
"Nav2",-3.95272113845352,6.01292204771911e-05,-3.91048165969207,6.53774725388874e-18,-3.91438188565854,1.18351215607365e-22
"4930523C07Rik",-0.965176364093409,1.73056259114481e-06,-0.937894292737216,3.8688725722503e-16,-0.938343029870836,1.05435533466183e-20
"Lgals8",-1.27904533235785,3.59857682769089e-06,-1.26753577234737,7.98979200647684e-19,-1.26789626161692,2.07992888362824e-19
"Myc",-0.826844754200081,2.51415022541694e-06,-0.852800088810082,1.72509542060427e-11,-0.853288403968958,2.26358163137185e-19
"Ap4s1",3.00466861242634,2.7199255465468e-05,3.02219213930036,1.71189163735112e-13,3.02323053851408,1.06489746935901e-18
"Ptrf",3.48089003559768,4.21185350580988e-05,3.38335820581097,7.65635023280113e-13,3.38478208665663,9.47804353916313e-17
"Socs3",1.50875420589224,8.51578552779064e-06,1.51222846603975,1.42206270647755e-12,1.51172592935245,1.92778813431635e-16
"Arhgap25",0.799381717803653,6.39059031682422e-06,0.828093564674752,5.62343600877654e-13,0.8276492423204,2.12530446218008e-16
"Tnfaip8",1.17373765482076,7.09579272604215e-06,1.17461721374824,8.81763264680066e-17,1.17410646118644,2.6467439579553e-16
"Sdc4",0.953321226785107,6.91962834207821e-06,0.946834495273445,3.40835137309615e-16,0.946484584377242,3.96213816010128e-16
"Hsph1",-1.44636554418175,1.99369771815744e-05,-1.44682438786083,8.17477496972228e-15,-1.4470976167886,1.85855255504605e-15
"Fcrla",0.879743585526823,9.40614185102916e-06,0.858665682259889,4.4122296295248e-11,0.858060180217127,2.26123821544175e-15
"Osbpl6",9.08439128037473,0.00019633251279875,9.00353215983475,2.57913898809651e-29,9.18812686321123,2.86878852699169e-14
"Tppp3",-1.09342496866396,1.01723983646843e-05,-1.06958616768532,1.16667049916754e-14,-1.07036320027489,6.07911882171545e-14
"Elmo1",1.17167858592127,1.14003474174941e-05,1.16804122763442,3.13572778075929e-12,1.1675247537366,1.874957288283e-13
"D10Wsu102e",1.84234141181791,4.53535261590794e-05,1.82710441732221,3.83472351229389e-11,1.82685422367531,1.88947583832007e-13
"Lgals3",0.88006816459962,1.64762549444274e-05,0.901095710291728,4.79688618644347e-13,0.900684675936038,1.63868330467052e-12
"Ltb",-0.615657134049222,4.14834648287914e-06,-0.613590546649751,0.000785477734960244,-0.614108664277929,1.76850040907467e-12
"Mcc",-4.52957930372713,0.000365510371121142,-4.61254425315244,1.01348358351686e-09,-4.62552751026606,3.59490787673992e-12
"Phgdh",-0.844654947141393,2.79678239879234e-05,-0.844416084784025,1.18596852925697e-11,-0.844732512502069,5.09379166349684e-12
"Sell",-0.76212661869303,2.54219925259756e-05,-0.761907787179493,1.54109737375619e-10,-0.762344457545574,6.61695910937373e-12
"Prnp",2.09903128918869,4.86640398554272e-05,2.07040043464434,2.22692286974195e-09,2.0701924282373,7.63628900026335e-12
"Hsp90ab1",-0.644124139701965,1.02477941562862e-05,-0.610565775263001,6.77923009089197e-05,-0.611052613328699,8.38291979191439e-12
"Tubb6",-0.883315698489991,2.83333668120539e-05,-0.858059832774827,3.53944265796827e-10,-0.858527828109036,1.02867822568188e-11
"Ifngr1",-0.969187618931572,1.92782140032743e-05,-0.955223317006458,5.93149822482781e-12,-0.955945392333525,1.02867822568188e-11
"Emb",-1.10104089816079,2.83853407937342e-05,-1.09921339038219,1.16951588252894e-10,-1.0998359764786,1.4027322969914e-11
"Traf3ip1",-2.22458566974369,7.1675413839144e-05,-2.21534636430539,1.30448023718339e-08,-2.21657006075185,2.83426872140271e-11
"B4galt3",1.30108140034182,2.72755353730619e-05,1.29206957887656,7.89922909095376e-09,1.29182279937271,3.54282422648824e-11
"Mcm6",1.32998449761402,5.40530640301904e-05,1.35293487480338,9.4903834863335e-09,1.35275781090865,3.65975813815607e-11
"Cd200",1.31464285063789,2.48755770399176e-05,1.30807540101927,1.87453088047469e-08,1.30760502282273,4.26415888031643e-11
"Extl1",-2.80131768850984,0.000141687500234554,-2.75781123148574,4.89622839245035e-09,-2.75990279171675,5.39894370241462e-11
"Fgl2",1.07210035059394,7.48152890745539e-05,1.09162843044752,4.69837339166568e-10,1.0915050655763,2.48803086825357e-10
"Ncl",-0.689529829752653,2.36246161362887e-05,-0.66195060439414,2.11199703066801e-08,-0.662470974883317,2.90458398665095e-10
"Erdr1",1.14884293368301,3.18566621708176e-05,1.14905978733579,1.23069276402874e-07,1.14866485830405,4.15783844868675e-10
"Hist1h2ap",9.28121050954124,0.00029431678889077,11.2836182923784,2.55103274974599e-18,10.8567484724686,4.85684794436453e-10
"Mbnl1",-0.852180065459159,5.99683741486495e-05,-0.817538852231607,3.23798705026762e-08,-0.81776572818148,1.32251528505655e-09
"Crip1",-0.598906794236941,5.53345383016694e-06,-0.614813875678905,0.0106508738795487,-0.615445261749361,1.32251528505655e-09
"Mnda",3.63402175741006,0.000426804001573057,3.6396222881066,3.26244803103237e-07,3.6449731062841,2.38279628898449e-09
"Zfp710",1.27445821120317,4.59591404425628e-05,1.26691932084836,2.40101027564288e-07,1.26661294626271,2.41291672487361e-09
"Trex1",0.947964852405477,4.56551358458127e-05,0.944647913272807,5.42529387928507e-09,0.944097665914625,2.71618259783161e-09
"Rap1gap",-1.14879969675214,5.90825960223202e-05,-1.15370954932924,6.0278783931524e-07,-1.15425869941368,2.73813787548679e-09
"Susd3",0.705517462383119,4.62586925593096e-05,0.713835457560222,2.33550166503817e-09,0.713372479199679,3.03982559447351e-09
"Stip1",-0.709779624739709,5.30667396070229e-05,-0.71503881877112,3.67647266869649e-09,-0.715610219454858,3.62460445198208e-09
"AW112010",1.38395766319043,4.75077498222919e-05,1.37666948002967,6.16201129159823e-07,1.3763141115954,3.62460445198208e-09
"3830406C13Rik",0.980822996287495,6.48510753989901e-05,0.990720120459987,1.61351866233559e-08,0.99044863965236,4.92699658511946e-09
"Mat2a",-0.831932989939214,6.68297562533391e-05,-0.831060049878817,6.44152228074086e-09,-0.831505363077151,5.6791300001589e-09
"Pim2",-0.729225054520199,5.05179403477049e-05,-0.724072510557149,4.89622839245035e-09,-0.724533280238915,7.59706092381575e-09
"Asb1",-2.40684615568564,0.00018539003757344,-2.3860411022768,2.50195621994057e-07,-2.38774983353842,8.2483592188745e-09
"Syt11",1.88740544160103,0.0001240012483901,1.91590253725902,1.05562752601311e-06,1.91611836390457,9.8274876887309e-09
"Ptpn14",2.55088292075537,0.000326934264551778,2.57203507082679,2.38736104885011e-07,2.57346430428592,1.05491782721098e-08
"Serpine2",-2.00780279290155,0.000114205485372352,-1.95425269956594,1.01950604461987e-06,-1.95519706476791,1.3259285313123e-08
"AI427809",1.82283305029612,0.000110968972586902,1.7998838282366,4.40857648877882e-07,1.80006102938769,1.42735703817419e-08
"Lat2",0.636223346646167,7.77326131362161e-05,0.648426788150161,1.65605934469436e-07,0.647858882147561,2.0131706351143e-08
"Arhgap30",-0.647186232758923,8.22787255913407e-05,-0.635236558994246,9.30488090678806e-07,-0.635633921361093,2.64854396881387e-08
"Klf13",0.540702809623692,1.13985186198141e-05,0.531443252485789,0.0221194639082162,0.530982575396001,3.32535308779515e-08
"Serpina3f",-1.14767830442905,8.45736677335375e-05,-1.11118890418217,7.12895349727025e-08,-1.11133124587781,4.6848069409007e-08
"Hsp90aa1",-0.78943994770495,0.000102878711292862,-0.789475092398124,7.08429627967636e-08,-0.790004263419229,5.52703428011516e-08
"Ggh",3.10640782350725,0.000334965792396516,2.91803523454347,9.43685148991894e-07,2.91829633049048,5.6617231905944e-08
"2610037D02Rik",5.50308624602804,0.000996635785765677,5.01929309735556,3.56539750390025e-06,5.04470357882008,5.6617231905944e-08
"Glipr2",-0.802838389108401,7.76459187571241e-05,-0.790890000560905,1.95565441100542e-07,-0.79143079167664,5.66377583213668e-08
"Hck",0.612133909504111,5.20328171828238e-05,0.603126136266756,1.02846391124954e-05,0.602580075003989,6.71308349707889e-08
"Dpp4",-1.61649511962425,0.000102254408242553,-1.57562045168529,7.96146238060124e-06,-1.57628923459722,7.25608109753594e-08
"Cdca7",-2.60589937307423,0.000408603920766862,-2.56707964768856,9.43685148991894e-07,-2.56913941123092,8.37750205978777e-08
"Rnpep",1.47011565881001,0.000181749816705175,1.46849960546607,3.46046538399566e-06,1.46792871231284,9.2962992970883e-08
"Gpr34",-3.8251062640549,0.000618203421012721,-3.72442472548336,4.08439856779148e-06,-3.73137370559839,9.38371554452566e-08
"Srpk3",0.652837734810741,8.35844778324304e-05,0.646907209929881,1.96572205638839e-07,0.646366841586081,1.05961844886074e-07
"Vars",0.641325453660381,0.000175644411850615,0.647610282347493,1.27869146954504e-05,0.647008198485962,1.28414085044401e-07
"Map3k15",5.15641593425714,0.000856061020479863,5.00074209285673,8.57976753461329e-06,5.031968095392,1.42219665775576e-07
"Aicda",1.3897835275514,0.00019226029086844,1.41691031091279,5.51871908598523e-06,1.41686120959942,1.43304322231703e-07
"Csf2rb",-0.702957825887503,8.60161367216388e-05,-0.684100859869974,1.23069276402874e-07,-0.684524857903586,1.99628393649523e-07
"Sft2d2",-1.10246077048614,0.000163950141104391,-1.11110495249001,7.04642716194908e-07,-1.11195310111251,2.42771868240229e-07
"Per3",0.844783884094074,0.000100156677914018,0.845782593239289,1.19721803644111e-06,0.845292228034758,3.01367161693616e-07
"Jun",0.880841947824553,0.000112016022237773,0.881438914432676,9.98921555644134e-07,0.880930932886291,3.4594852917764e-07
"Ccm2",0.666260485640933,0.000117352055376991,0.657299241614159,3.02980349143965e-07,0.656657366173065,3.79722870373533e-07
"Btla",0.939028094936314,0.000208317373393505,0.93816172465673,5.24626881731718e-07,0.937507072076273,3.79722870373533e-07
"Cln8",3.29570813532423,0.000825409003338252,3.34032466818843,1.25558603354329e-05,3.34581980305461,4.58656319364409e-07
"Rbm38",0.623808945397141,0.000126513277451721,0.61734202788443,6.11963732599899e-07,0.616736418639378,4.61745319735172e-07
"Ms4a6c",0.689369039505126,0.000136839936111532,0.713040508103214,4.15178539023688e-07,0.71268954192354,4.81607975413045e-07
"Tmprss13",1.52768177758798,0.00013246119315081,1.50322987374928,1.20153229756703e-05,1.50276098394124,5.09053828253265e-07
"Rara",-1.00885835052066,0.000176843558757988,-1.0069202424016,1.18751515419245e-05,-1.00731687034997,5.95244692109949e-07
"E330020D12Rik",-1.03753370048569,0.000397232959939569,-1.05000741459196,1.66610391918857e-06,-1.05041902318574,6.31408889991745e-07
"Cask",-2.63352731915539,0.000493312851850041,-2.6171096434739,6.31863355240526e-06,-2.61992025158899,6.79237938356367e-07
"Lrrc16a",-1.50022317308026,0.000264403511313003,-1.50351944076024,1.86360898962896e-05,-1.50438793739189,8.0651661397692e-07
"Fam43a",-0.758369314209741,0.000167624404722349,-0.755677526423719,9.27733300149892e-07,-0.756274394862673,8.19901854812188e-07
"Cd79a",0.220977912048053,0.000220950328165875,0.399491364238928,0.318352247431083,0.398958416116263,8.19901854812188e-07
"Id3",1.06945273349951,0.000141044485189954,1.06671159200587,3.56164408491995e-05,1.06618159871834,9.10113699022476e-07
"Pqlc3",0.762671078789409,0.000194376756690307,0.757862062503304,7.11231393401732e-07,0.757136004288513,1.11228970260116e-06
"Cd59a",3.38327409754678,0.00126248133864886,3.3437149962725,2.71149426231771e-05,3.34887855506307,1.16112593004267e-06
"A530032D15Rik",1.16283544000291,0.000149743830179235,1.15359097490866,2.35520305253637e-05,1.1532169504476,1.16112593004267e-06
"Ngfr",1.30650991327709,0.000150054191477799,1.30013328505018,0.000143192714368908,1.29987878515011,1.38259180761231e-06
"Hist1h2ai",-6.56794532700604,0.00198617740066568,-6.05868136515056,7.69899298389456e-06,-6.13600179607023,1.45561193765466e-06
"Phactr2",1.23180408953589,0.000174832559367741,1.22397522615702,4.96359814484944e-05,1.22348794303694,1.52728894731133e-06
"Gpr171",-2.02175299421173,0.000376005485443111,-2.01780857188271,1.53731643673334e-05,-2.01925450359416,1.57831852499311e-06
"Rpl18a",-0.43309948527091,1.66811862953342e-05,-0.492589778289829,0.107100803938055,-0.493216576097965,1.88639298762952e-06
"Cd3g",2.04938989532652,0.000262621962622496,2.04288412344626,1.81655339549188e-05,2.04313086269483,2.09153776420596e-06
"Rab4b",0.559922430945687,0.0001530308328705,0.553302494354533,7.39420733481446e-06,0.552842278537213,2.16615605115579e-06
"Laptm4b",2.04764270644207,0.000478253602114722,2.02392723672728,2.41336324966017e-05,2.0242241595896,2.37037035716938e-06
"Snx2",-0.475338393050516,0.000128212389738449,-0.471014781253605,0.00127927718675828,-0.471495732519139,2.41266255210867e-06
"Nrp2",1.10299576074685,0.000241950312092782,1.12044916866041,4.12264304803126e-05,1.12025322117136,2.41266255210867e-06
"Dennd4a",-1.26117605790052,0.000248296726143828,-1.26184563941125,0.000104192116085045,-1.26255355491302,2.94570150145792e-06
"Hs3st1",1.34843465668972,0.000166173116438865,1.33839024214802,6.62071239333655e-05,1.33810733491546,3.10281624302984e-06
"Rpl15",-0.576043037571992,0.000288057775007924,-0.576082451584959,9.58467593465968e-05,-0.576759118217811,3.76171812276493e-06
"Uhrf1",-2.64653041521466,0.00153375789722028,-2.59205021731017,2.15510961602652e-05,-2.59468207554706,3.97547963346313e-06
"Evi2a",0.532041476712577,0.000261535755009182,0.541860971248099,6.65842321104972e-05,0.541516525513561,5.17590796368088e-06
"Ephx1",0.630794177467944,0.000213247394777179,0.642596764225218,5.16487880626235e-06,0.642201449159092,5.17590796368088e-06
"B4galt5",-0.761618180315068,0.000563301053783171,-0.74148496095124,1.86046086402737e-05,-0.741559321637071,5.25552933817887e-06
"Samd11",-7.90706384138653,0.000706714268129118,-9.9166453525246,4.39205066831843e-07,-9.20558511554213,5.68519577423956e-06
"Cd209a",-1.53312508566952,0.000398588153732714,-1.50679458984737,5.53505770560919e-05,-1.50745052829017,5.89657865800984e-06
"Cd9",-0.668194604745506,0.000222258595244073,-0.65956024700688,6.07216404163333e-06,-0.660230218087641,6.49587978160783e-06
"Smim14",0.48106275183895,0.000142545820021306,0.470243085183582,0.0056491274902776,0.469673299095759,9.09539919170028e-06
"Ubash3b",1.29308757297747,0.000351911355832489,1.29173003194525,0.00018257808909728,1.29167065011575,9.1869294511033e-06
"Zfyve21",1.21561634493823,0.000249420746358249,1.20994388413302,0.000254505799365192,1.20946045414938,1.00399839932351e-05
"Slc41a2",7.83046819528891,0.000964490977381243,8.22274329946543,8.45299273931952e-09,8.56692590065325,1.00399839932351e-05
"Trim34a",-0.505613864924472,0.00025754997998214,-0.50601929970112,0.000109602913322063,-0.506493335944322,1.08302571945727e-05
"Zscan26",0.502320688542895,0.000443398114815843,0.503953171108309,0.0031568034901955,0.503524897525789,1.20069872651865e-05
"Chst7",1.01038912399607,0.000232702471411575,1.00176742503199,0.000199176776026067,1.00128863984488,1.21710368579305e-05
"Apbb1",2.46926855566415,0.000863287114789707,2.46343048277905,6.36190583467108e-05,2.46482074482212,1.36144648158719e-05
"Myadm",-0.476765178631764,0.000225224973113382,-0.483245321346842,0.00203533542176961,-0.483648074941433,1.38535225742619e-05
"Cxcl13",4.96796474117283,0.0034344657889863,3.96826360998672,0.000362125404477248,3.97241147181703,1.38535225742619e-05
"Vim",-0.406788316268909,0.000337707673815159,-0.438741150382237,0.012830685954686,-0.43925381202258,1.48816219611344e-05
"Malat1",0,1,0.348630853092046,0.629661538074649,0.348183850720545,1.65865852247e-05
"Esr1",1.9418326117439,0.00252139056824222,2.06627341845929,7.2424818229028e-05,2.06738128316958,1.74247552161948e-05
"Fam134b",-1.54063083282318,0.000326328440384492,-1.48136725929623,0.000146825868588403,-1.48183043592876,1.87626556553765e-05
"Igfn1",-5.19904621665556,0.0037856345560154,-4.74369976237555,0.000253196043466839,-4.76855083506627,1.97991696020282e-05
"Dag1",-1.17112157275026,0.000303428157145932,-1.15735011801795,0.000298892313271446,-1.15793137668542,2.02554264203127e-05
"BC035044",-1.10422689367456,0.000634107084018607,-1.1240501100134,0.000266814787490448,-1.12460496760703,2.19511083977597e-05
"Eml6",2.65221665166217,0.00114385296486648,2.691499326982,0.000239689157852887,2.69447470945063,2.25156728477579e-05
"Trp53i11",0.530383918398494,0.00026167267862553,0.50300546622062,0.00117212796087788,0.502459416576545,2.44434342956781e-05
"Ube2e3",-2.28665264642435,0.000833913156050047,-2.26756228575937,0.00011331666378445,-2.27009607110273,2.95869257156323e-05
"Chst3",1.05887164140784,0.000459354347838556,1.04171613282222,0.000264544509220592,1.04150869163412,3.16379276140226e-05
"Akap13",0.396407671598482,0.000554403639769034,0.430279667269405,0.00486926191939515,0.429818419107703,3.17067674440807e-05
"Hoxb7",7.53747915280728,0.00135520688719685,7.97465518185923,2.38736104885011e-07,8.32556905563932,3.20700479615675e-05
"Scimp",1.7449939283449,0.000500219771068845,1.74948724366564,0.000221201604084728,1.74961026941557,3.3738611237689e-05
"Tspan32",0.422486174649871,0.000740666625558815,0.449283234561746,0.00349953729244251,0.448870254834988,3.46498521433221e-05
"Rap2b",1.09783242602711,0.000307905637406701,1.0898778211108,0.000463686372282205,1.0894576603387,3.46498521433221e-05
"Ube2a",-0.861428301557345,0.000369120594211385,-0.865067732532248,0.000597643926399565,-0.86561355867527,3.5320554858984e-05
"Edaradd",-1.57029986270297,0.000950799827003894,-1.55677422617481,0.000362125404477248,-1.55735726269059,3.5320554858984e-05
"Ikbke",-1.15463602042484,0.000410783736363929,-1.16441996432072,0.000590005320307314,-1.1651058240595,3.72437843026513e-05
"Lmo7",-1.65636498752162,0.000661955481695221,-1.66212063670398,0.000332914545967084,-1.66317046619495,3.86636829044349e-05
"Fam3c",0.893448963819782,0.000637936010605001,0.870850960002552,4.96359814484944e-05,0.870172991987338,3.91228257861655e-05
"Dpysl2",0.482076465812105,0.000527801275453566,0.480672164434903,0.00638934459292386,0.480266532888514,3.93224068949137e-05
"H2-Eb1",0.454790462584423,1.41815855053964e-05,0.420439042370938,0.151970424163868,0.419855472876772,3.98455988965963e-05
"Rgs18",2.30526820164417,0.000811896117980119,2.30121975427146,0.000219425042627674,2.30247604152295,4.25048543335446e-05
"Itm2c",0.741332144444335,0.000495841853920518,0.738182925117901,3.31268660176285e-05,0.737913972653875,4.44326783732035e-05
"Dennd5b",0.62619974800358,0.000517812090362679,0.649474177694552,3.31268660176285e-05,0.649223269864174,4.44326783732035e-05
"Kcnn4",-0.50923112082136,0.000464431169194297,-0.507909620697412,8.27699494628221e-05,-0.508488041542952,4.89192970308403e-05
"Zak",-5.97728068363472,0.00216463298876744,-6.54664689552448,2.99160845979382e-05,-6.6998343285985,5.25826453242951e-05
"Nacc2",0.799834932810441,0.00042017767463507,0.812270341596058,0.000677481747642599,0.811892189637437,5.25826453242951e-05
"Art3",2.45813317158002,0.000855997562416505,2.44271633348917,0.000411687589476188,2.44433354360513,5.25826453242951e-05
"1700017B05Rik",-1.04710559117987,0.000892719789958621,-1.03511052502639,0.000411660136541268,-1.0353832974631,5.46039487058594e-05
"Ehd3",-1.43942623307271,0.000560995172176864,-1.41202691451143,0.000461487139209957,-1.41259462115902,5.49328017391748e-05
"Zfp53",0.846861482561486,0.00109806154222105,0.868878960103125,8.05407835334802e-05,0.868683158695883,5.62449400047152e-05
"C330006A16Rik",0.3534121116368,0.000712249618440338,0.399248696009162,0.0812098476520268,0.39873131733023,5.63157129611509e-05
"Cbfa2t3",-0.63015560790954,0.000424579398954373,-0.62086474520049,5.92534061662977e-05,-0.621559154032277,6.4737845386386e-05
"Cfp",-0.696966300360662,0.00325899422027042,-0.706213421060601,0.00025847248939841,-0.707127397305909,7.03627414919247e-05
"Bcl2l11",-1.79127634651568,0.00144568630193226,-1.78411689130549,0.000287736281135404,-1.7852855258193,7.89212042923419e-05
"Slc7a6",-0.921999065609419,0.000633217616815949,-0.930183396322775,0.000696134994371995,-0.930749718524668,7.90399046082634e-05
"Inpp4a",0.400061214776889,0.00033728174601408,0.399803840043395,0.0221756160456026,0.399346621251774,8.22226670495173e-05
"Lyst",-1.15998077901856,0.000639372255604566,-1.16443260621642,0.000874118763940277,-1.16499841412794,8.86762359804952e-05
"Hmga2-ps1",-0.749314270165866,0.000526935856024971,-0.755165412953378,0.000277907213516473,-0.755816982488065,8.86762359804952e-05
"Spic",3.39152779607864,0.00323208515539723,3.38699400941051,0.000760262258713312,3.39412438428358,8.88614584258887e-05
"Ctnna1",-1.63049775550461,0.00123494105445188,-1.61618685299947,0.000523302534861383,-1.61765274330656,9.36763046716728e-05
"Oxsm",-2.60649804936667,0.00194404004476976,-2.48227368746709,0.0003875975127351,-2.48520707390362,0.000108897023901371
"Spn",1.34950405114383,0.000566510395900744,1.33894388770815,0.000870766716929228,1.3384608446406,0.000108915696345166
"H2-Ab1",0.222726216313445,0.000192036795704485,0.359638990899617,0.515372356975024,0.359073978048899,0.000114041420053243
"Ptpn1",0.340630511777197,0.00122387598440227,0.399980973085046,0.0679302292657634,0.399567178628366,0.000116020669879155
"Hmces",0.646560966871,0.000552693556544411,0.661498308882624,0.000289621336060906,0.661069224527841,0.000116854036806211
"Tcp1",-0.569570116708702,0.000476644484260426,-0.559172420629261,0.000137409577262597,-0.559619880052296,0.000120701851433084
"Prss23",1.8397604046579,0.00145703896983459,1.86064908475625,0.00042123955511057,1.86047984390685,0.000122465943403912
"Ppm1h",1.30627354554203,0.00065415653730803,1.24995668012292,0.000696407082091371,1.24919976697262,0.000126781911077247
"Laptm5",0.756841136688738,0.00155095076022548,0.718448800229925,0.000362125404477248,0.717645062867273,0.000135527499991244
"B3gnt8",1.02368760628419,0.000597855126137396,1.01079579347891,0.000867525898287368,1.01031964329841,0.000156319370978727
"Prr13",0.336692102866577,0.00268964524424071,0.392202916858633,0.0826373375722031,0.391765476715799,0.000161281996820035
"Nfkb2",-0.741610854835139,0.000633101866939311,-0.712157091336557,0.000192061404895105,-0.712373289947904,0.000161875124636263
"Nt5e",1.39829567324127,0.000506032184540049,1.38538377838877,0.00132955615469818,1.38516168417119,0.000165065529004861
"Fmo5",1.0716256932628,0.000673881713265972,1.08224877651062,0.00291365292458974,1.08201156222572,0.000169921289551942
"Dlc1",7.19517197350815,0.00135852732759906,7.59717693063203,8.63764588457644e-06,7.94033696739413,0.000176112752166214
"Gbp8",1.507714459899,0.000654950728844531,1.51974458818683,0.000856597131580411,1.51984705546538,0.000177450412562715
"Lag3",1.35663000270434,0.0011091052871209,1.38207421643723,0.00118207611472972,1.38213104880867,0.000188788478569871
"Zfand6",0.627051445433233,0.000648731798385511,0.628484304506895,0.000244550531390431,0.627858562823407,0.00019658826237077
"Lrrk2",2.64058087607382,0.00142953885184622,2.65773333607179,0.00106790988867826,2.66104669836392,0.00019658826237077
"Dnajb1",-0.582796299511265,0.000657854869094037,-0.587461143496018,0.000366203341065796,-0.588062338149333,0.000199916487107399
"Polr1b",-1.09804510741271,0.000650505134419499,-1.05814185123299,0.000856597131580411,-1.0584188538024,0.000205109810988299
"Nfam1",-0.506676707639089,0.000794543681831139,-0.505898203475975,0.000362125404477248,-0.506194372980704,0.000210628514558857
"Tpst2",-0.618841225159407,0.000590268335691538,-0.61047985080175,0.000301842007152558,-0.610868151031791,0.000211933764052478
"Ciita",0.609470954782189,0.000977991063059507,0.633257901172507,0.00016435599385271,0.633075812527003,0.000211933764052478
"Cd74",1.77635683940025e-15,0.999999999999811,0.299008316796688,0.77346581586402,0.29850311722477,0.000214678000016636
"Afap1",6.36047803130228,0.00251968789568947,6.01650473718872,0.000590005320307314,6.14116999890318,0.000214678000016636
"Slc9a3r2",1.55634726910241,0.00161560098323066,1.58113471481722,0.00101569381786847,1.58063141452178,0.000215297277134752
"Neurod4",-5.92871195603326,0.00401553683006342,-4.32140407276722,0.00152539118742477,-4.33956049029334,0.000215297277134752
"Gprc5b",-1.81831048536319,0.00105727981763194,-1.77624739440246,0.000887676616217687,-1.77794056529678,0.000216015384414946
