"","logFC_limma","P.Value_limma","logFC_edgeR","FDR_edgeR","log2FoldChange_DESeq2","padj_DESeq2"
"Gpr137b-ps",5.66064295833352,1.11194110192328e-09,5.67779601267658,0,5.68380747618037,0
"Lmtk2",-4.31281069763814,2.12068216216345e-06,-4.32483049572899,5.12963050057494e-78,-4.32033514736323,6.03197257838242e-96
"Zfp868",-1.81331227333161,1.0736876515938e-07,-1.7515345611746,2.31849404639562e-57,-1.74655188876536,8.87773671220953e-69
"Ctse",-1.84283320125798,3.28302309324551e-07,-1.77336292238105,1.91821424514954e-49,-1.76814138564628,7.33923049684452e-62
"Gas7",0.608326939482216,1.26436092577639e-09,0.969300098210721,1.0141188911896e-05,0.974622713794925,1.34559239745721e-58
"Cd79a",-0.975925424927953,2.06911406123874e-09,-0.953760774338632,6.96325102205471e-07,-0.948515017823288,4.79305557513023e-55
"Fcer1g",3.81906803440868,1.28107873308654e-06,3.72739493394123,3.15273220955622e-39,3.73375018720416,1.56117939996499e-51
"Bcl11a",2.61699652625914,7.40319023707546e-07,2.61390098491846,5.80944249083688e-33,2.6192647607964,1.23859350818467e-42
"Ccnd2",0.720504743468766,8.53701358123581e-08,0.82335036942763,1.74145417181442e-06,0.828412696078404,4.7754284696755e-42
"Rpgrip1",2.64155793621652,2.10849008718932e-06,2.62580234607715,1.3362515988733e-26,2.63145258885142,3.46605898620723e-33
"Fcmr",-1.05679194970726,6.67846742262361e-07,-0.984325291565326,3.70169084857388e-15,-0.979170645501131,1.87511901127263e-31
"Cd209a",-4.07448385009032,0.000185541778550192,-4.18399662148696,1.73816870953738e-22,-4.18217621231947,2.77634410822131e-28
"Jun",1.54453220757772,2.12656674721022e-06,1.55160642654288,4.95576853894548e-26,1.55684351486697,3.88416614618264e-27
"Cyp4f18",0.766485811686449,4.97540157752006e-06,0.895961538176158,9.25681997464626e-08,0.901401215094729,8.39340451982995e-27
"Pgpep1",1.8394885830782,3.98756543003899e-06,1.8362220741126,3.32286984197961e-24,1.84136265745128,8.34342169678631e-26
"Cd244",-2.26827309840453,1.2726432511187e-05,-2.26425869020609,8.03954597699893e-20,-2.26016555613246,1.45477715064518e-23
"B4galt3",1.91418746110081,1.25584073025511e-05,1.92040804001466,8.86894847624088e-22,1.92613575219668,4.58373865670885e-23
"Gm1966",4.05371890059965,3.51305695135153e-05,3.91337570444564,6.2516289956568e-18,3.92080199676319,1.07850655706979e-22
"Pik3c2b",1.59385488866907,3.19692697968896e-06,1.59333441754344,7.1445627371406e-20,1.59861531507236,3.23947794911308e-22
"Hba-a1",-3.34673423866688,4.44173007793649e-05,-3.2370343517995,1.57214895267991e-17,-3.23124928367416,6.26043873637308e-22
"Fam129c",1.63732270859184,4.15168201620215e-06,1.63868083175457,8.66495551163258e-20,1.64377261995375,1.66869578038961e-21
"Ptpn22",-0.950266673742538,2.41914049020278e-06,-0.868836051721562,1.62138903367703e-13,-0.863851402571465,2.44619306979055e-21
"Adk",1.61024233553229,4.86665363263525e-06,1.61370020241037,4.66597908301528e-19,1.61862821832875,8.03026670345826e-21
"Ifnar1",1.36174432474166,1.32195654617386e-05,1.398914602234,1.38212854726437e-19,1.40356488313453,2.52388317786278e-20
"Eno1",0.489075495530997,5.18463249261745e-06,0.654356561570882,0.000124222221109624,0.659646360214762,2.72846224894331e-20
"Ankrd9",1.82811318052302,6.29153845747578e-06,1.81699167973317,1.00853314963985e-15,1.82253776806934,3.80129721271026e-19
"Hspa5",0.469744371892258,1.01106446621774e-05,0.618681223757565,0.000201068607996864,0.623818542571842,2.04987068406749e-18
"Gpr137b",-0.98144720417567,6.14362560606114e-06,-0.911933125928243,3.32816993409803e-15,-0.906638790722043,1.03532206944673e-17
"Ccl22",3.03057004345617,0.00016427424297371,3.01254469918929,5.66249489356465e-14,3.01942650140088,8.61206559807309e-17
"Ddit4",-1.5089605130081,1.55285118112286e-05,-1.50207421384485,3.27800308323713e-14,-1.4968970872997,1.9475555670514e-16
"Ckb",2.53455832963184,1.68396571832105e-05,2.44478310674382,4.37566088392156e-13,2.45110052664455,1.41256129946026e-15
"Lgals8",-1.15112619114044,1.3113158845726e-05,-1.11188798416455,7.95861774207533e-15,-1.10704294505035,1.94195558424714e-15
"Mag",4.45661181599167,0.000363336245711526,4.30458658028875,7.25614147822703e-12,4.31852736492701,1.41344258801461e-14
"Hsh2d",4.32106035590348,0.000233536251549631,4.13913284754527,2.34783605962129e-10,4.15253760493032,3.09168259142282e-13
"Tubb2a",1.14639748944581,1.73597196798352e-05,1.15798039558628,3.21710569398434e-12,1.16318396361341,3.5775175665636e-13
"Mall",2.81951209762032,8.5826468127371e-05,2.72997145000666,9.4446397737439e-11,2.73494068129942,4.54245535027756e-13
"Cap1",0.450759254399335,2.89469948446448e-05,0.539866413632658,0.000663146567909296,0.545076555284302,7.1863001718615e-13
"Cbfa2t3",0.713234319685472,3.25751588546008e-05,0.766157072706469,4.88205338747612e-11,0.771237983392156,1.05933118352189e-12
"Tuba1a",0.600328258426934,4.01872908064105e-05,0.666837132935447,6.26236762737477e-08,0.671887896851583,1.58442961163019e-12
"Pdia3",0.447086900829083,6.8079522586654e-05,0.58687584589685,0.000528627849575316,0.592269606725679,1.70827836955584e-12
"Pear1",1.28398827238261,1.95203025211194e-05,1.28572722788156,2.4425184771798e-10,1.29090554476288,2.33621805914259e-12
"Pik3ip1",-0.923787790721971,1.81581161873946e-05,-0.865668784839648,3.3180336265138e-12,-0.860326258069927,3.72700465220473e-12
"Hvcn1",-0.672542115259198,8.64562945301127e-06,-0.560455682256842,0.00043827103380142,-0.555268671312728,7.94938241215292e-12
"Hist1h2ap",9.68093282323511,0.000475736568784611,11.7416389696473,1.3841862932533e-26,11.5912178649603,7.94938241215292e-12
"Capg",0.439347647958712,4.50431847723038e-06,0.49998862090318,0.0340547524063985,0.505274967144154,2.96139650717475e-11
"Gt(ROSA)26Sor",4.55776152595769,0.000311517381411135,4.14109752083506,7.79907782286607e-09,4.15388637920567,5.2196834346354e-11
"Fam107b",-0.892753170026629,5.72883475257489e-05,-0.844512679589094,6.51149833150273e-11,-0.839662109857267,5.42531615110219e-11
"Prr13",0.341830272716109,0.00028228499978683,0.4795813609817,0.00804713600548483,0.484775320940054,6.09987145182088e-11
"Serpina3g",0.515034743078495,0.000101255402406087,0.583434990138638,9.40603894542245e-06,0.588568240135732,1.24350191335594e-10
"Arhgap30",-0.90311554901656,5.76367345866912e-05,-0.820058695015744,3.14454360627271e-08,-0.815482256238012,2.49799729134506e-10
"Fcgr2b",1.29698871751529,5.30742146337204e-05,1.29392719946943,7.19018530159281e-09,1.29954526480838,2.80150922799274e-10
"Cnn3",0.661199378977893,6.77465407295272e-05,0.708325699902289,4.94994707737936e-09,0.713603914143266,3.46212620421066e-10
"Ero1lb",1.81403756535952,4.77327823386277e-05,1.77571711301724,2.30694547750543e-08,1.78175943854554,3.6643757798327e-10
"Lgals3",0.901788129053488,0.00017279237730055,0.979331050284616,7.39663935356008e-10,0.98504840660693,1.37670393986609e-09
"Fkbp5",-1.63043768428194,0.000141364434328027,-1.64432014827825,3.48466406116142e-08,-1.64011517855105,1.50268781754337e-09
"Dnase1l3",-0.477906348545854,1.66692009104113e-05,-0.406044779466918,0.180954519617354,-0.400758314468354,1.73878202869009e-09
"Actg1",0.294316636300358,0.000270018803348103,0.427527982352263,0.0308768497421203,0.432575212948754,1.74096919991882e-09
"Rgs18",3.06618039002323,0.000249580496676868,2.96775626724191,6.50252928664931e-08,2.9763403853648,2.91223673840051e-09
"Itga5",2.17844794329626,0.000257189110384659,2.15887880668924,1.47829573611689e-07,2.16351015649462,3.98253163754251e-09
"Pex19",1.09136517861415,6.86594182465939e-05,1.10407963383591,1.28041816059944e-07,1.10938707750874,7.58198458803118e-09
"Lmna",0.401636091199508,0.000122831522980324,0.489524676702077,0.00431529973580698,0.494854866166099,1.05417000864381e-08
"Rnpep",1.55269146084391,6.97389031787773e-05,1.53639820843034,6.65344591362232e-07,1.54210233856278,1.34243767577899e-08
"Elmo1",0.995690941326234,7.00536781954848e-05,1.01075862140602,8.19172939395764e-08,1.01607895682913,1.43265407127019e-08
"Prdx1",0.427288724330595,0.000135817942614497,0.488838937442431,0.00126588220574044,0.494116670337873,2.59103641248328e-08
"Tep1",1.39087469559704,8.08441703149869e-05,1.3619358549067,9.99711618994616e-07,1.36700094012675,5.44171466672562e-08
"Nme1",0.509180356514827,0.000376854945830745,0.573169130323196,3.97112300942489e-05,0.57835648347733,8.04869599115953e-08
"Sema4a",1.73630078772568,9.21784146459161e-05,1.68368938839707,9.44591070474288e-07,1.68897523045918,8.63295294138519e-08
"Ggh",3.29282292371356,0.000212004938873821,2.97765496206797,1.72278026071719e-06,2.98557770117382,9.85700328079077e-08
"Cish",2.05914974048226,0.000220221711923195,2.02938792305697,1.65985772105545e-06,2.03580199988423,1.29187838424303e-07
"Tubb5",0.197646148116446,0.00211423176981939,0.380583330247567,0.0985866839263699,0.385823267171444,1.92598594203217e-07
"Psmb8",0.358299559383944,0.00031052264550794,0.440870843890324,0.00612394676116057,0.446084176075671,1.92598594203217e-07
"Srpk3",0.573608055455022,0.000346991637953208,0.642099610766508,1.47545140370769e-06,0.647535615876819,2.13580353289891e-07
"Klhl41",-2.88853625247268,0.000935902195264639,-2.93212041130016,1.30697355947297e-06,-2.92843995988238,2.45705847784715e-07
"Rab31",0.515337286631162,0.000266246819794086,0.594718015639418,1.02435142663144e-05,0.600088044811514,2.84445907993483e-07
"Cycs",0.590558179513743,0.000218001077154948,0.651633935337148,5.38644124268827e-07,0.65694728762838,2.85114455610128e-07
"Gm15708",2.42351807739542,0.000262211103967951,2.31952392956787,3.37967506541737e-06,2.32575519791634,2.89927178796273e-07
"Pid1",-6.76014134842281,0.0105711809409805,-7.25379625651675,6.11003798610295e-10,-7.36485346103511,3.17431165410856e-07
"Anxa1",1.48593672949788,0.000120749344007154,1.46488669273762,7.49885444577039e-06,1.47058889788656,3.29632015177946e-07
"Tubb4b",0.497709752976867,0.000249536798823499,0.551666977535422,9.00868150776368e-06,0.556757913720084,3.75459878891787e-07
"Actb",-5.32907051820075e-15,0.999999999999525,0.3916822130057,0.386220243677405,0.397153746772029,3.8872386795257e-07
"Ffar4",2.91627308087355,0.000250673573952859,2.67551326996483,6.86583833138055e-06,2.68304838242933,6.20627236782762e-07
"Txndc5",-0.622698839150999,8.87163177196783e-05,-0.559772093703336,1.0141188911896e-05,-0.554525563634663,6.91278781778305e-07
"Usf1",-0.739369190692814,0.000131152916791595,-0.689920480613327,1.30697355947297e-06,-0.684798008136228,8.30144396879488e-07
"H2-DMb2",0.210715061946692,0.00117362846934044,0.364080288384124,0.105127891953853,0.369276185897792,9.48531386710149e-07
"Ltb",-0.562409426194233,8.73562721428421e-06,-0.430013713917779,0.0360718216070216,-0.424691917236848,9.91490465164217e-07
"Napsa",0.259215977398785,0.00420241890602796,0.412775290874898,0.0461195253923272,0.417772508908629,1.00075656180241e-06
"Relt",0.453973603625021,0.000368798960112397,0.513173588374686,0.000144642391980221,0.518505269751243,1.03249665005486e-06
"Plscr1",0.588985604454108,0.000267006944044015,0.644296921818129,1.39682184704195e-06,0.649588322633529,1.08467982989494e-06
"Rbm45",2.90954396560218,0.0081635082623527,3.09794864517106,1.28495470571668e-05,3.10767589441709,1.0891159819889e-06
"Eno1b",-0.658900033881353,0.000141688828515494,-0.616417219894928,3.30677587408475e-06,-0.611516884353731,1.22058693096439e-06
"Gprc5b",-2.34983038516914,0.000743439658316023,-2.35715770375963,6.75571162053504e-06,-2.35181322323822,1.26829731920806e-06
"Gnb1",0.25847932438513,0.000355030188536358,0.382320455847373,0.127862688969766,0.387677221861781,1.60700202414543e-06
"Haus8",2.72895548143939,0.000360892100584307,2.58615913663306,9.40603894542245e-06,2.59282415921041,1.7876721666125e-06
"Cd53",0.28899223817311,0.000698832744018338,0.383701237415375,0.0352849809822238,0.388738925735241,1.7876721666125e-06
"Fcrla",0.426768221172432,0.000509188013793352,0.505178303047042,0.000171682432889755,0.51043823517209,1.83241642821312e-06
"Tpm4",0.523950882511155,0.000928820083586735,0.59242335449758,1.30979411720017e-05,0.597210294289464,2.08069636551247e-06
"Oxa1l",-1.13041569481161,0.000319591528288393,-1.11983088342083,1.45209697978403e-05,-1.11444864212188,2.82970163983886e-06
"Slc34a1",2.22887502597501,0.000209731115129507,2.12135518290179,2.44396136841634e-05,2.12784750114611,2.85137229658499e-06
"Rnase6",0.733255557307117,0.000556938661466589,0.779195964875794,3.47249060486319e-06,0.784382602297047,2.85137229658499e-06
"Slc38a1",-0.882876463282408,0.000266650535858218,-0.8369095816233,2.27612297184335e-06,-0.831404943072253,3.69012607013684e-06
"Snn",-0.550555506919451,6.10445749092193e-05,-0.459034039737463,0.00189829302852733,-0.454081031365293,3.80769080103593e-06
"Dusp3",0.302068107519752,0.000784964506887519,0.399465337630727,0.0438993527675827,0.40480372349783,3.80769080103593e-06
"Lrrc25",2.10822143126257,0.000276936494496954,2.03920438440323,3.10075674017451e-05,2.04489947512572,3.95075670171e-06
"Cyth4",0.574809292068526,0.000475830045545697,0.631627102162348,7.49885444577039e-06,0.637159061090756,4.51720314853217e-06
"Cd74",8.88178419700125e-15,0.999999999927633,0.273287049778337,0.750682965344865,0.278528448560814,4.73314015498756e-06
"Crip2",0.563966447914002,0.000373979014476978,0.613988936026088,6.67392507958114e-06,0.619319977943804,4.84778547795436e-06
"Cd36",1.19858717995913,0.000192840064131556,1.16540973145358,4.16628815743045e-05,1.17098848141769,5.35802673117135e-06
"S100a6",0.356828983198843,0.000629270633199543,0.445735180958527,0.00311425003369713,0.451010576943843,5.68480154320965e-06
"D17H6S56E-5",-0.540622215233109,0.000128380097348643,-0.416811780732004,0.0206951827806463,-0.411894094930594,6.04789353320314e-06
"Cyth1",-0.822728277508512,0.000195241743854195,-0.747425411266795,3.38529192187555e-06,-0.741774335833492,7.25255273465978e-06
"Dhrs3",-1.3326008682412,0.00500777511747072,-1.33982589880913,2.19152971802961e-05,-1.33343571435297,7.292478928362e-06
"Ctsc",0.429747473896352,0.00123782328394172,0.484222770021437,0.00511253042585891,0.489767443672297,1.03483620119511e-05
"Tmem254a",-7.07455519525335,0.0118984828166258,-10.1713793672316,3.79948328058821e-07,-9.04630770906063,1.12447289746731e-05
"Abcg1",0.378600154599793,0.00094734698148142,0.459762982241013,0.0020558916734647,0.465133557718636,1.2505634572941e-05
"Slfn2",0.410923623527957,0.000902517146203399,0.487449535137585,0.000511921072026784,0.492666029235751,1.31687959419031e-05
"Ppp1r16b",0.165589626583545,0.00511226142309033,0.342329008846255,0.170713010807229,0.347612623205899,1.33822045402168e-05
"Lat2",0.478446947173323,0.000916376981439645,0.540126378373512,9.60428545504193e-05,0.545562636224413,1.33822045402168e-05
"Pdcd4",-0.598373274122153,0.000465517483448638,-0.524871435961182,0.000256335492182503,-0.519486882998512,1.64521838491372e-05
"Ephx1",-0.84465279900328,0.000317941147560025,-0.819207404154286,2.52456045218955e-05,-0.813835168617891,2.04974756356249e-05
"Leng8",-0.688093824886487,0.00015903931681374,-0.604936329323974,2.12146905581563e-05,-0.599486806039811,2.10714510655945e-05
"2210016F16Rik",0.817030136239126,0.000904614139793747,0.82656155693719,3.46331438294078e-05,0.831900371905941,2.30828440076052e-05
"Tuba1b",0.400616825494467,0.0012679813450934,0.462963172767057,0.00122671324931351,0.467829006072481,2.36878934120216e-05
"Dnaja1",0.317274708467933,0.000910003786331089,0.410360591994643,0.0370152698735455,0.415798779140106,2.36878934120216e-05
"Cd9",-0.728764953371644,0.000272663423595334,-0.676012680031244,1.98312611733994e-05,-0.670552455696699,2.5136264490355e-05
"Ccr7",-0.690756803091354,0.000256120409592864,-0.628825962298059,2.85796686975092e-05,-0.623545937808799,3.01658617426622e-05
"Sft2d2",-0.881391845010999,0.000479635072851979,-0.87075197844831,5.60053775726322e-05,-0.865446542464964,3.77911133281732e-05
"Rpl18a",-0.257825827183195,1.23053967645107e-05,-0.287249950212181,0.429795157120985,-0.282143241514664,4.01997762869399e-05
"Gbp7",0.498767513938339,0.000721177320441473,0.553024579880313,6.25894993665084e-05,0.558202327162403,4.38197860382537e-05
"Skil",0.781466317711049,0.000488524642396922,0.803855497252246,9.80639774167166e-05,0.809371032077731,4.49007630535191e-05
"Hmga2-ps1",-0.839212292265761,0.000512404745222156,-0.837479495103391,0.000203449441024181,-0.83234378209608,4.5344580867983e-05
"Pira2",0.961135603475121,0.000319335479767368,0.953715910873423,0.000281078907382511,0.958964362650595,4.57422896103593e-05
"Ccr2",-2.4609187564322,0.00156901986527198,-2.45726202784215,0.00010482216100991,-2.4525371658296,4.69807697287676e-05
"Pacsin1",-2.34609785957369,0.00355965466018199,-2.37684734045567,0.000131959671386385,-2.37490865369506,4.71045908825525e-05
"Bend4",-6.84969425549405,0.00374904923995137,-9.79712693240094,4.14455825238265e-06,-8.67220420468282,5.29670252927651e-05
"Calr",0.557517751993524,0.00222560812129367,0.614249204068357,7.28176065427516e-05,0.618994451490857,5.55465281770365e-05
"Sla",-0.608203599672647,0.000298561876792352,-0.535464215606831,0.000108039113372698,-0.530416335107433,5.89573330517828e-05
"Xkrx",1.91074887327755,0.000373106714211104,1.82759220350928,0.000299551246217306,1.83322251429731,6.07340964089596e-05
"Hspa8",0.308334844322596,3.69772295423015e-06,0.282463708855313,0.464466231054911,0.28744495705234,6.07340964089596e-05
"Cnr2",-1.88670561842489,0.00122836164194617,-1.94305642630568,0.000220435835783594,-1.93835900091229,6.13806066545668e-05
"Clec2i",-0.84743524027585,0.000397338800593979,-0.813984485338863,7.02404562053458e-05,-0.808429515955747,6.27368668018572e-05
"Ly6a",0.232787885892515,0.0016690485074477,0.323250551606816,0.138202711490239,0.328288868640827,6.37472541232306e-05
"Rn45s",-5.32907051820075e-15,0.99999999999727,-0.292248410718589,0.679991564141097,-0.286925478346252,6.68394596420359e-05
"Cd300lb",-6.79159543159386,0.00350177886999265,-9.73915694686307,6.67392507958114e-06,-8.61426606642946,6.68394596420359e-05
"Pira6",2.99723324256757,0.000944630130881945,2.80069659242296,0.000371133536390157,2.80877406120783,7.90881338415542e-05
"Lifr",0.622403409217224,0.00714756795713696,0.707231844865677,0.000509157153087757,0.711375635986004,8.33098057823561e-05
"Cope",0.396862754384619,0.001462772045563,0.4609637062258,0.000571620591708279,0.466010468657672,8.49630506259236e-05
"Sept2",0.246067540053824,0.00361840824771422,0.353532867271359,0.0989144154878981,0.358404766136395,8.66564983525779e-05
"Gimap4",0.277670146334794,0.00240722236588466,0.365292392636403,0.037942478181432,0.370425639886095,8.94042517220969e-05
"Ctla4",-1.0592110474094,0.00071768987654243,-1.07447527132828,0.000337002669379219,-1.0700117188449,8.94042517220969e-05
"Ywhaq",0.324367514872634,0.00306841507543369,0.405225545622487,0.0094635484929887,0.41052564250104,8.97405640965764e-05
"Osbpl6",7.02166899562941,0.00304829772519074,6.80203426534949,0.000131959671386385,7.02647033200849,8.97405640965764e-05
"Ctsz",0.11514224815469,0.0293548551306947,0.301952434067548,0.241779142214817,0.307087863366283,9.66936248846377e-05
"Emb",-0.819188724859011,0.000597134253643918,-0.782449332749161,0.000111172417405923,-0.776869681644095,9.92305423667396e-05
"Ehd3",-1.55037082806934,0.00149465242427874,-1.57744708598071,0.000387390878190503,-1.57379492050853,0.000114368698989039
"Jak3",-0.765332226685738,0.000900949917619746,-0.730345216887784,0.000157907938189221,-0.725659212076963,0.000127041129161402
"Sesn1",-0.991363218168456,0.00115234936726822,-0.990661361426989,0.000433083125129314,-0.986355260960335,0.000132453887079297
"Mau2",-0.48317998467231,0.000181579679244791,-0.408097955971705,0.00677693845320463,-0.402990574231269,0.000133632474108703
"Nars",0.445695951313152,0.00112086431391277,0.501304035671097,0.000256335492182503,0.506518091339334,0.000138782052123515
"Il21r",-1.12689782237044,0.00137693697109486,-1.14846722553317,0.00048963501785651,-1.14318351611655,0.00014714632627037
"Tagap",-0.856699895021611,0.00065505930864723,-0.842221611980871,0.000257065665248717,-0.837634537743295,0.000148318197592475
"Lgals1",0.466983505678856,0.00272360397842409,0.541084986079359,0.000429666063021464,0.546514179342842,0.000149686310557288
"Anxa2",0.193418668828564,0.0061875960566247,0.318348347893085,0.160905277571371,0.323398673491775,0.000156836436692528
"Clec10a",-5.399675451746,0.0152834282051303,-5.08039844439427,0.000387390878190503,-5.11013131829316,0.000169426185719186
"Pmf1",0.595387121242132,0.00117216917605588,0.640921388591645,0.000211058747262891,0.646510648585755,0.000173562095227963
"Ivns1abp",0.515352700587389,0.00708656505146967,0.618823153556123,0.000821161492117306,0.62319741350006,0.000195841217492173
"Inpp5d",-0.679687958811722,0.000543141014710705,-0.64570092760376,0.000307526032857739,-0.640630166756715,0.000212210607163092
"Sdc4",0.581280528614095,0.00275731927834245,0.651175268005886,0.000256335492182503,0.656969060754794,0.000216497492462083
"Emp3",0.290334017164474,0.00335642893998929,0.396690288918239,0.0159997257287286,0.402077213368046,0.000228594404741115
"Acss1",-0.641852955341268,0.00056346544858849,-0.579039530836061,0.000257065665248717,-0.574431294210235,0.000231807726027646
"Nod1",-1.25770658140581,0.00243565512693896,-1.31918733347541,0.000617588140811414,-1.31430478310075,0.000233016749258176
"Cd200r1",-3.43434883291709,0.00416353623069195,-3.55435700006855,0.000814719120023415,-3.55756997443382,0.000265014020702874
"Ccl9",-3.78087953272467,0.00303222712371754,-3.18902603982513,0.0013030933155103,-3.18360757899342,0.000269118949058315
"Laptm5",-0.815138400067753,0.0105146436519935,-0.791650198259624,0.000371133536390157,-0.785803221205711,0.000274816930134336
"Ms4a1",0.0987103873173645,0.152833083697597,0.312132224617098,0.266344389003261,0.317102219531884,0.000279237369334409
"Cdv3",0.10152138965134,0.0953802056165096,0.297126660824376,0.276030567851638,0.302145366526566,0.000279237369334409
"Cct7",0.388424414524774,0.00246994692355341,0.43629602300753,0.00327505266457948,0.441492951170999,0.000295644741636467
"Tmem181b-ps",0.458041207738552,0.00148603093249197,0.513646837730473,0.000392896540058753,0.518937169566072,0.000304092757159258
"Nutf2-ps1",0.56967020467795,0.00100730641979882,0.601639016782708,0.000380072358412307,0.606975455144842,0.000304092757159258
"Rbm47",-0.661364128222223,0.000576420515975715,-0.622177263973448,0.000314307189808348,-0.616887466546603,0.000306999189287432
"Ocel1",-1.3941208710312,0.00173278624849881,-1.44508920423215,0.00117343911416663,-1.44087637465311,0.000306999189287432
"Hipk1",-0.843008375291793,0.000713075256001581,-0.832216865569555,0.00138104050765416,-0.826986286562171,0.000319760799958377
"Hepacam2",0.353458473521,0.00254359300814197,0.431524076361885,0.00166027126911959,0.436692985170121,0.000382899994883609
"Cyp4f16",1.50018422777836,0.000978447293784566,1.45566607685151,0.00143739671270734,1.46152634842723,0.000382899994883609
"Aldh3b1",0.474624103131703,0.00183536420974599,0.521783512706365,0.000452640277330171,0.526754170731165,0.000396697169409576
"Cdk2ap2",0.400608582649472,0.00353901826840841,0.466939159997485,0.00142668813090614,0.472125328698921,0.000417296891293269
"Zbtb20",-0.762334491290361,0.00355235589708044,-0.707533582216139,0.000429666063021464,-0.703272294283664,0.000420289351360866
"Zcwpw1",0.450628334403564,0.00246406917960202,0.500432466094154,0.000659382514679272,0.505672912525059,0.000429053939944335
"Slfn1",2.00731493933474,0.00122003538012263,1.87707749938941,0.00116161644762622,1.88181561350429,0.00044816787258384
"Pfn1",0.0617097972540979,0.202989455612223,0.286917816532357,0.338583903320395,0.292182714230406,0.000468291317188829
"Gm20605",-0.789775327205558,0.00092307520176311,-0.788927301240212,0.00150150627308793,-0.78414851188577,0.000468291317188829
"Frmd5",-6.40127044239066,0.00480674222877088,-9.33313647670481,9.60428545504193e-05,-8.2079477276767,0.000468291317188829
"Pde2a",-1.17493157953259,0.00156509878166206,-1.10859415966633,0.00142668813090614,-1.10499364995504,0.000495546906177981
"Eif2s3y",1.01045125665615,0.00108855153934307,1.01059379946389,0.00150150627308793,1.01507914288754,0.000503417400842417
"Tmem254c",-1.99278491087316,0.00445076261252863,-1.93807810569257,0.00133346094999039,-1.93143006314247,0.000549092839114536
"Gm14137",2.26764966631691,0.00121128131612009,2.08396297581403,0.00126182399150361,2.0902424183982,0.000549092839114536
"Cst3",0.48525180056444,0.00472899513514416,0.537466841737728,0.00093266225226779,0.542841792466914,0.0005772730338155
"St8sia6",-0.837745796218162,0.00183134431883495,-0.847588310488821,0.00188179321715215,-0.842681759552285,0.000589761759332971
"H2-Ab1",0.12814497669387,2.92605507633661e-06,0.240823681120752,0.678018502544269,0.246006619310638,0.00060518900128835
"Dpysl2",0.292787596282142,0.00631876588091617,0.376716877719969,0.0417143682094237,0.38217281748043,0.00060518900128835
"Sh2d1b1",3.10519842206884,0.0020982780821389,2.90597270523631,0.00227906630377426,2.91657835074329,0.00061236534616148
"Vdac3",0.459623691999083,0.00194633193317651,0.514045373378704,0.000670329292783492,0.519486263645225,0.000639431835577809
"Ngfr",1.20014295602711,0.000928205183193582,1.18079392493217,0.00138104050765416,1.18658570360768,0.000639431835577809
"Rogdi",0.605753843858085,0.00180915471293982,0.651195230048528,0.000879167076712394,0.656788547193422,0.000644694271619162
"Fth1",0.144426657867227,0.00707776831371668,0.298145010128682,0.322906001333857,0.303521765761304,0.000682568565345542
"Fgd2",0.213123296118486,0.0037328252377408,0.299975231611445,0.158251241233779,0.305165567236864,0.000684477777071398
"Bcl2",-0.608822935139847,0.00299980488269957,-0.569031069753797,0.000648371793697503,-0.564090769149777,0.000713937134047422
"Tuba1c",0.790238797229803,0.000911172005134023,0.784535019088373,0.00311503924336403,0.789636006535315,0.000719020927503333
"Cd24a",0.423432258734407,0.00337666983722153,0.478254150252631,0.0013296179730878,0.483176456833532,0.000726752606960441
"2810474O19Rik",0.486531122589007,0.00134070335726547,0.518797025096625,0.0013030933155103,0.523890956823424,0.000726752606960441
"Crlf3",-0.578772477019929,0.000581350499627754,-0.511191178838493,0.000747394781463843,-0.506423853285417,0.000745319302970932
"Sgpl1",-0.656448977553558,0.00121667716256504,-0.607119646440388,0.000820053743422771,-0.602612978512751,0.000774851850283519
"Clec4a1",-5.21973752831026,0.0127504261858401,-4.83958539577037,0.00165489792579665,-4.87011066770324,0.000830870828051482
"Bcl10",-0.716530866108156,0.00112001420692752,-0.681946874516623,0.000918610216336568,-0.676732251771571,0.000832326954707212
"Rin3",-0.543320472584849,0.00104791639249834,-0.479995528429033,0.00137717111344793,-0.47507478782791,0.00087548079911445
"Plec",0.483909457509504,0.00696893073276227,0.565742719068661,0.00189035133396639,0.571279665464332,0.000940556053222349
"Smc6",-0.772733159181707,0.00102096356761414,-0.7575095332175,0.00266299770636137,-0.752206279632178,0.000972654685461971
"Sik1",-0.985062132082719,0.00135094069235704,-0.983384033463108,0.00219118392414393,-0.97774148356099,0.000974683784914655
"S100a4",1.49719058713056,0.000831308562802792,1.44033826968828,0.00264332705404964,1.4465425888703,0.000974683784914655
"Crip1",0.249362536167032,5.02264610506629e-05,0.270849882966277,0.473966199689437,0.276163024008616,0.000991060412347579
"Il16",-0.543969119097618,0.000939479108268353,-0.48504838120917,0.00200133162970917,-0.480324553365058,0.00101464606525936
"Nav2",1.0320323797507,0.000758991736973331,0.988934829971358,0.00511253042585891,0.99396951867179,0.00107162821319708
"B4galt1",0.432150020530488,0.00204697925837969,0.483086727242375,0.00131841975824323,0.488475716629945,0.00107162821319708
"Tbc1d22a",-1.07764012886746,0.00248351208636498,-1.11906389132048,0.00247751330425115,-1.11370613879563,0.0010734009563897
"Lck",-0.930977473534797,0.00146868198181127,-0.944266545845512,0.00321516025597866,-0.938842338459212,0.0011127189114068
"Sptb",-4.90480024822193,0.00728692156539048,-5.90506608889591,0.000488717897247287,-6.01567481903628,0.00114953085732088
